New column 0,New column 1,New column 2,New column 3,New column 3 Url
"(Renewed) HP Deskjet Ink Advantage 2723 All-in-One Printer, Scanner and Copier for Home/Home Office, B&W Prints at Rs. 6/Page*, Color Prints at Rs 8/Page*, Easy Mobile Printing, Affordable","5,099",2.2 out of 5 stars,11,https://www.amazon.in/Renewed-HP-Advantage-Printing-Affordable/dp/B0BB2X41CZ/ref=sr_1_67?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356088&sprefix=hp+print%2Caps%2C595&sr=8-67#customerReviews
"HP Laserjet 3004dw Duplex Printer: Black & White Printer, Self Reset Dual Band WiFi with self heal, Ethernet, Fast Printing Upto 33ppm, Easy and Secure Setup, Smart App Enabled",,,,
"HP Sprocket Portable 2x3"" Instant Photo Printer (Lilac) Print Pictures on Zink Sticky-Backed Paper from you","13,999",4.5 out of 5 stars,135,https://www.amazon.in/HP-Sprocket-Instant-Printer-1AS91A/dp/B07JM42QDX/ref=sr_1_69?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356088&sprefix=hp+print%2Caps%2C595&sr=8-69#customerReviews
"HP Laserjet Pro M1136 Printer, Print, Copy, Scan, Compact Design, Reliable, and Fast Printing","29,899",4.3 out of 5 stars,"3,485",https://www.amazon.in/HP-LaserJet-M1136-Multifunction-Monochrome/dp/B008HDF9NU/ref=sr_1_72?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356088&sprefix=hp+print%2Caps%2C595&sr=8-72#customerReviews
"HP Laserjet P1108 Single Function Monochrome Laser Printer & HP Deskjet 1212 Colour Printer for Home Use, Compact Size, Reliable, and Affordable Printing","17,198",4.4 out of 5 stars,"1,722",https://www.amazon.in/HP-Laserjet-Function-Monochrome-Affordable/dp/B0BBZVYY7Y/ref=sr_1_73?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356088&sprefix=hp+print%2Caps%2C595&sr=8-73#customerReviews
HP 178nw Wireless Laser Color Multifunction Mobile Ethernet Wi-Fi Printer 4ZB96A,"44,890",3.3 out of 5 stars,17,https://www.amazon.in/HP-Wireless-Multifunction-Ethernet-Printer/dp/B08DY5NNGF/ref=sr_1_74?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356088&sprefix=hp+print%2Caps%2C595&sr=8-74#customerReviews
"HP Ink Tank 315 Color Printer, Scanner, & Copier with High Capacity Tank for Home, B&W Prints Compact & GT52 Ink Bottle (Yellow)","11,323",3.9 out of 5 stars,"1,188",https://www.amazon.in/HP-Printer-Scanner-Capacity-Compact/dp/B0BK8NB1SJ/ref=sr_1_75?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356088&sprefix=hp+print%2Caps%2C595&sr=8-75#customerReviews
"HP Laserjet Pro MFP M226dw, Print, Copy, Scan & Fax, WiFi Printer, Double-Sided Printing, Compact Design, Reliable, Fast Printing, Network Support","56,500",3.9 out of 5 stars,67,https://www.amazon.in/HP-Laserjet-M226dw-Printer-Wireless/dp/B01E921YI6/ref=sr_1_76?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356088&sprefix=hp+print%2Caps%2C595&sr=8-76#customerReviews
HP Store Sprocket Select Portable Photo Printer Stylize Social Media Photos and Print 30% Larger Pictures on 2.3x3.4 Sticky-Backed Paper (5XH49A),"14,104",4.3 out of 5 stars,"5,520",https://www.amazon.in/HP-Sprocket-Select-Portable-Printer/dp/B07SXVJFYN/ref=sr_1_77?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356088&sprefix=hp+print%2Caps%2C595&sr=8-77#customerReviews
HP DeskJet 2723 All in One Wireless Printer & 805 Black & Tricolor Inkjet Combo,"7,597",4.1 out of 5 stars,24,https://www.amazon.in/HP-DeskJet-2723-Wireless-Tricolor/dp/B08KH3PMVR/ref=sr_1_78?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356088&sprefix=hp+print%2Caps%2C595&sr=8-78#customerReviews
"HP Smart Tank 670 All-in-One Wireless Integrated Ink Tank Colour Printer, Scanner, Copier with Auto-Duplex, High Capacity Tank with Automatic Ink Sensor Gray, 48.0x23.9x41cm & GT52 Ink Bottle (Cyan)","18,823",4.1 out of 5 stars,931,https://www.amazon.in/HP-Integrated-Auto-Duplex-Automatic-48-0x23-9x41cm/dp/B0BK8M2SS3/ref=sr_1_79?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356088&sprefix=hp+print%2Caps%2C595&sr=8-79#customerReviews
"HP Black/Tri Color Combo Printhead DeskJet GT5800 Series, Ink Tank 110/310/410 Series, Smart Tank 300/400 Series & GT 53 XL Cartridge Ink","2,582",4.1 out of 5 stars,"1,433",https://www.amazon.in/HP-Printhead-DeskJet-GT5800-Cartridge/dp/B0BQY94WNS/ref=sr_1_81?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356092&sprefix=hp+print%2Caps%2C595&sr=8-81#customerReviews
HP Color Laserjet Pro M255DW,"55,955",4.3 out of 5 stars,8,https://www.amazon.in/HP-Color-Laserjet-Pro-M255DW/dp/B085LKLB1K/ref=sr_1_82?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356092&sprefix=hp+print%2Caps%2C595&sr=8-82#customerReviews
"HP Laserjet 3104fdn Duplex Printer: Print, Copy, Scan, High Speed USB, Ethernet, Fast Printing Upto 33ppm, Easy and Secure Setup",,,,
"(Renewed) HP Laserjet Tank 1005w Printer for Home & SMBs: 3-in-1 Print+Copy+Scan, Mess-Free 15 Sec Toner Refill, Lowest Cost/Page-B&W Prints, Dual Band Wi-Fi, Smart Guided Buttons, Mobile Printing.","20,313",2.6 out of 5 stars,2,https://www.amazon.in/Renewed-HP-Laserjet-1005w-Printer/dp/B0BH72T2S7/ref=sr_1_84?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356092&sprefix=hp+print%2Caps%2C595&sr=8-84#customerReviews
"(Renewed) HP Deskjet Plus Ink Advantage 6075 WiFi Colour Printer, Scanner and Copier for Home/Small Office, Dual Band WiFi, Duplex Printing (Automatic Double-Sided Print).","9,348",5.0 out of 5 stars,1,https://www.amazon.in/HP-Advantage-Printing-Automatic-Double-Sided/dp/B0BGCQGLB2/ref=sr_1_85?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356092&sprefix=hp+print%2Caps%2C595&sr=8-85#customerReviews
Hp-Desk Jets G5J38A B1H Officejet Pro 7740 Wide Format All-In-One Color Printer With Duplex Printing,"48,990",4.3 out of 5 stars,"3,354",https://www.amazon.in/Hp-Desk-G5J38A-Officejet-Printer-Printing/dp/B01JUCLLGK/ref=sr_1_81?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356092&sprefix=hp+print%2Caps%2C595&sr=8-81#customerReviews
HP Sprocket Portable Photo Printer (2nd Edition) – Instantly Print 2x3 Sticky-Backed Photos from Your Phone – [Luna Pearl] [1AS85A],"14,791",4.5 out of 5 stars,"5,752",https://www.amazon.in/HP-Sprocket-Portable-Photo-Printer/dp/B07GFP7H8C/ref=sr_1_82?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356092&sprefix=hp+print%2Caps%2C595&sr=8-82#customerReviews
"HP Deskjet Ink Advantage Ultra 4826 Print, Copy, Scan, Self Reset Dual Band WiFi, 2 Sets of Inbox Cartridges, Smart App Setup B&W Prints & 46 Ink Cartridge (Black)","9,321",4.0 out of 5 stars,908,https://www.amazon.in/HP-Deskjet-Advantage-Cartridges-Cartridge/dp/B0BQG3NRXK/ref=sr_1_83?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356092&sprefix=hp+print%2Caps%2C595&sr=8-83#customerReviews
(Renewed) HP LaserJet Pro M126nw Multi-Function Monochrome Laser Printer,"17,990",1.4 out of 5 stars,3,https://www.amazon.in/Renewed-HP-LaserJet-Multi-Function-Monochrome/dp/B07L316BFG/ref=sr_1_84?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356092&sprefix=hp+print%2Caps%2C595&sr=8-84#customerReviews
"HP Ink Tank 516 Color Printer, Scanner, & Copier with High Capacity Tank for Home, B&W Prints at 10 Paise/Page*, Color Prints at 20 Paise/Page*, Compact, Easy Printing & GT52 Ink Bottle (Yellow)","16,522",4.0 out of 5 stars,"1,085",https://www.amazon.in/HP-Printer-Scanner-Capacity-Printing/dp/B0BK8NMVHS/ref=sr_1_85?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356092&sprefix=hp+print%2Caps%2C595&sr=8-85#customerReviews
"HP Ink Tank 315 Color Printer, Scanner, & Copier with High Capacity Tank for Home, B&W Prints at 10 Paise/Page*, Color Prints at 20 Paise/Page* & GT 53 XL Cartridge Ink & GT52 Ink Bottle (Cyan)","12,046",3.9 out of 5 stars,"1,188",https://www.amazon.in/HP-Printer-Scanner-Capacity-Cartridge/dp/B0BBK955V8/ref=sr_1_86?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356092&sprefix=hp+print%2Caps%2C595&sr=8-86#customerReviews
"HP Smart Tank 790 WiFi Duplex Hi-Capacity Tank Printer with Magic Touch Panel with ADF, auto Ink & Paper Sensor (up to 12K Black or 8K Color Pages) & GT 53 XL Cartridge Ink & GT52 Ink Bottle (Cyan)","27,830",4.1 out of 5 stars,931,https://www.amazon.in/HP-Duplex-Hi-Capacity-Printer-Cartridge/dp/B0BBKPBW5S/ref=sr_1_87?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356092&sprefix=hp+print%2Caps%2C595&sr=8-87#customerReviews
"HP Laserjet Tank 2606sdw Duplex Printer with ADF Print+Copy+Scan, Smart Guided Buttons, Affordable, Best for Business. & 158X Black Original Laserjet Toner Reload Kit","31,536",3.8 out of 5 stars,161,https://www.amazon.in/HP-Laserjet-Affordable-Business-Original/dp/B0BBM8H9J5/ref=sr_1_88?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356092&sprefix=hp+print%2Caps%2C595&sr=8-88#customerReviews
"HP Laserjet Tank 1020w Printer for Business & Home, Page for B&W Prints, Compact,Dual Band Wi-Fi, Smart Guided Buttons, Print+Copy+Scan from Phone. & 158A Black Original Laserjet Toner Reload Kit",,,,
"HP Laserjet Pro M126nw Monochrome Direct Wireless Network, Laser Multifunction Printer (Print, Copy, Scan) & 805 Black Original Ink Cartridge","21,927",4.2 out of 5 stars,"5,334",https://www.amazon.in/HP-Laserjet-Monochrome-Multifunction-Cartridge/dp/B0BBQF918R/ref=sr_1_90?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356092&sprefix=hp+print%2Caps%2C595&sr=8-90#customerReviews
HP Color Laserjet Pro MFP M183FW,"73,542",3.7 out of 5 stars,4,https://www.amazon.in/HP-Color-Laserjet-Pro-M183FW/dp/B08YFNPK8S/ref=sr_1_91?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356092&sprefix=hp+print%2Caps%2C595&sr=8-91#customerReviews
"HP Deskjet 2729 WiFi Colour Printer, Scanner and Copier for Home/Small Office, Dual-Band Wi-Fi, Voice Activated Printing (Google Home and Alexa) & 805 Black Original Ink Cartridge","6,760",3.5 out of 5 stars,"2,496",https://www.amazon.in/HP-Dual-Band-Activated-Printing-Cartridge/dp/B0BBKD5MQ4/ref=sr_1_97?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356094&sprefix=hp+print%2Caps%2C595&sr=8-97#customerReviews
"HP Deskjet Ink Advantage Ultra 4826 Print, Copy, Scan, Self Reset Dual Band WiFi, 2 Sets of Inbox Cartridges, Smart App Setup B&W Prints & 47 Tri-Color Original Ink Cartridge","8,863",4.0 out of 5 stars,908,https://www.amazon.in/HP-Advantage-Cartridges-Tri-Color-Cartridge/dp/B0BQG36KBX/ref=sr_1_98?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356094&sprefix=hp+print%2Caps%2C595&sr=8-98#customerReviews
"(Renewed) HP Ink Advantage 2778 Printer, Copy, Scan, Dual Band WiFi, Bluetooth, USB, Simple Setup Smart App, Ideal for Home",,,,
HP DeskJet 4178 All in One Wireless Ink Advantage Printer with ADF & HP 682 Black Ink & HP 682 Tricolor Ink Combo,"9,321",3.8 out of 5 stars,"5,854",https://www.amazon.in/HP-4178-Wireless-Advantage-Tricolor/dp/B08KH3ZGZZ/ref=sr_1_100?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356094&sprefix=hp+print%2Caps%2C595&sr=8-100#customerReviews
"(Renewed) HP 720 WiFi Duplex Printer with Smart-Guided Button, Print, Scan, Copy and Wireless, Hi-Capacity Smart Tank with auto Ink and Paper Sensor; up to 12K Black or 8K Color Pages of Ink in The Box","16,446",2.2 out of 5 stars,7,https://www.amazon.in/Renewed-HP-Smart-Guided-Wireless-Hi-Capacity/dp/B0BG1VXXVT/ref=sr_1_101?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356094&sprefix=hp+print%2Caps%2C595&sr=8-101#customerReviews
"HP Laserjet M126a B&W Printer for Office: 3-in-1 Print, Copy, Scan, Compact, Affordable, Durable & Smart Tank 500 Colour Printer, Scanner and Copier for Home/Office, High Capacity Tank","29,969",4.2 out of 5 stars,"5,334",https://www.amazon.in/HP-Laserjet-M126a-Printer-Office/dp/B0BK8JQ6NJ/ref=sr_1_97?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356094&sprefix=hp+print%2Caps%2C595&sr=8-97#customerReviews
HP Laser MFP 138fnw Printer & HP 110A Blk Original Laser Toner Crtg,"25,945",4.0 out of 5 stars,"1,150",https://www.amazon.in/HP-Laser-138fnw-Printer-Original/dp/B08KHH35X2/ref=sr_1_98?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356094&sprefix=hp+print%2Caps%2C595&sr=8-98#customerReviews
"HP Ink Tank 530 Color Printer, Scanner & Copier with High Capacity Tank for Home/Office, B&W Prints at 10 Paise/Page*, Color Prints at 20 Paise/Page* & GT 53 XL Cartridge Ink & GT52 Ink Bottle (Cyan)",,,,
"HP Smart Tank 515 All-in-One Wireless Ink Tank Colour Printer, High Capacity Tank (6000 Black and 8000 Colour) with Automatic Ink Sensor & GT52 Ink Bottle (Yellow)","15,823",4.0 out of 5 stars,"1,531",https://www.amazon.in/HP-Wireless-Printer-Capacity-Automatic/dp/B0BK8JCD39/ref=sr_1_100?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356094&sprefix=hp+print%2Caps%2C595&sr=8-100#customerReviews
HP 315 All-in-One Ink Tank Printer & HP 150 Wireless Mouse Combo,"11,348",3.9 out of 5 stars,"1,188",https://www.amazon.in/HP-Printer-Wireless-Mouse-Combo/dp/B09VSZ6JWT/ref=sr_1_101?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356094&sprefix=hp+print%2Caps%2C595&sr=8-101#customerReviews
"HP 720 WiFi Duplex Printer with Smart-Guided Button, Print, Scan, Copy and Wireless, Hi-Capacity Smart Tank & H200Gs Wired Gaming Over Ear Headphones with Mic, Lightweight Design","22,848",4.1 out of 5 stars,931,https://www.amazon.in/HP-Smart-Guided-Hi-Capacity-Headphones-Lightweight/dp/B0BK8NGX9H/ref=sr_1_102?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356094&sprefix=hp+print%2Caps%2C595&sr=8-102#customerReviews
"HP Laserjet MFP M233sdw Printer: Print, Copy, Scan Multiple Page with ADF, Fastest Two-Sided Printing, Lightning Print Speed of 30ppm(Letter/29ppm(A4), Ethernet, Self Reset Dual Band WiFi, Gray White","26,738",2.1 out of 5 stars,12,https://www.amazon.in/HP-Laserjet-MFP-M233sdw-Printer/dp/B0B2FDJ81B/ref=sr_1_103?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356094&sprefix=hp+print%2Caps%2C595&sr=8-103#customerReviews
HP Color LaserJet Pro MFP M479fdw A4 Multifunction Wireless Printer (W1A80A),"1,16,100",4.5 out of 5 stars,4,https://www.amazon.in/HP-LaserJet-M479fdw-Multifunction-Wireless/dp/B07RQB5WJW/ref=sr_1_104?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356094&sprefix=hp+print%2Caps%2C595&sr=8-104#customerReviews
"HP Deskjet Ink Advantage Ultra 4826 Print, Copy, Scan, Self Reset Dual Band WiFi, 2 Sets of Inbox Cartridges, Smart App Setup B&W Prints & 47 Black Original Ink Cartridge","8,871",4.0 out of 5 stars,908,https://www.amazon.in/HP-Advantage-Cartridges-Original-Cartridge/dp/B0BQG35VXX/ref=sr_1_105?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356094&sprefix=hp+print%2Caps%2C595&sr=8-105#customerReviews
"HP OfficeJet Pro 8020 All-in-One Wireless Printer, with Smart Tasks for Home Office Productivity, Grey, Mediam","26,999",3.7 out of 5 stars,11,https://www.amazon.in/HP-OfficeJet-Wireless-Printer-Productivity/dp/B07RC8C4WD/ref=sr_1_106?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356094&sprefix=hp+print%2Caps%2C595&sr=8-106#customerReviews
HP Color Laserjet Pro MFP M183fw Laser Printer,"71,899",4.5 out of 5 stars,2,https://www.amazon.in/HP-Color-Laserjet-M183fw-Printer/dp/B089Y8P967/ref=sr_1_107?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356094&sprefix=hp+print%2Caps%2C595&sr=8-107#customerReviews
"(Renewed) HP Smart Tank 670 All-in-One Wireless Integrated Ink Tank Colour Printer, Scanner, Copier with Auto-Duplex, High Capacity Tank (8000 Black, 6000 Colour) with Automatic Ink Sensor Gray, 48.0x23.9x41cm","15,554",2.2 out of 5 stars,7,https://www.amazon.in/HP-Integrated-Auto-Duplex-Automatic-48-0x23-9x41cm/dp/B0BGMN5P7W/ref=sr_1_113?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356097&sprefix=hp+print%2Caps%2C595&sr=8-113#customerReviews
HP Deskjet 2776 All in One Wireless Ink Advantage Printer & HP 682 Black Ink & HP 682 Tricolor Ink Combo,"8,121",4.1 out of 5 stars,14,https://www.amazon.in/HP-2776-Wireless-Advantage-Tricolor/dp/B08KH4WZYY/ref=sr_1_114?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356097&sprefix=hp+print%2Caps%2C595&sr=8-114#customerReviews
HP Laserjet Pro MFP M429fdn (W1A34A) Printer,,,,
HP Laserjet MFP M72630dn Printer,"1,98,499",1.0 out of 5 stars,1,https://www.amazon.in/HP-Laserjet-MFP-M72630dn-Printer/dp/B07HF14X2B/ref=sr_1_116?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356097&sprefix=hp+print%2Caps%2C595&sr=8-116#customerReviews
"HP Ink Tank 315 Color Printer, Scanner & Copier with High Capacity Tank for Home, B&W Prints at 10 Paise/Page*, Color Prints at 20 Paise/Page*& H200 Wired Gaming Over Ear Headphones with Mic",,,,
HP Laserjet MFP M72625dn Printer,"1,65,990",5.0 out of 5 stars,1,https://www.amazon.in/HP-Laserjet-MFP-M72625dn-Printer/dp/B07H57N93S/ref=sr_1_113?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356097&sprefix=hp+print%2Caps%2C595&sr=8-113#customerReviews
"HP 115 Color Single Function Ink Tank Printer, per Page (10p for B/W and 20p for Colour) & Black Printhead Ink Tank110/310/410 Smart Tank 300/400 Series","10,294",3.9 out of 5 stars,"1,845",https://www.amazon.in/HP-Function-Printer-Printhead-Tank110/dp/B0BK8N392K/ref=sr_1_114?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356097&sprefix=hp+print%2Caps%2C595&sr=8-114#customerReviews
"HP Laserjet 1188w Compact Monochrome Multifunction Printer with Direct Wi-Fi (Print, Scan, Copy)",,,,
HP Laserjet Pro MFP M429fdw (W1A35A) Printer,"63,689",1.7 out of 5 stars,3,https://www.amazon.in/HP-Laserjet-M429fdw-W1A35A-Printer/dp/B0851911VC/ref=sr_1_116?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356097&sprefix=hp+print%2Caps%2C595&sr=8-116#customerReviews
"HP Sprocket Studio 4x6” Instant Photo Printer – Print Photos from Your iOS, Android Devices & Social Media","23,585",4.4 out of 5 stars,"3,046",https://www.amazon.in/HP-Sprocket-Studio-Photo-Printer/dp/B082G1SQSY/ref=sr_1_117?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356097&sprefix=hp+print%2Caps%2C595&sr=8-117#customerReviews
"HP Ink Tank 315 Color Printer, Scanner, & Copier with High Capacity Tank for Home, B&W Prints at 10 Paise/Page*, Color Prints at 20 Paise/Page*, Compact, Affordable & Deskjet 2332 Colour Printer","14,798",3.9 out of 5 stars,"1,188",https://www.amazon.in/HP-Printer-Scanner-Capacity-Affordable/dp/B0BBK2TQSC/ref=sr_1_118?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356097&sprefix=hp+print%2Caps%2C595&sr=8-118#customerReviews
"HP Smart Tank 790 WiFi Duplex Hi-Capacity Tank Printer & Paper Sensor & H200 Wired Gaming Over Ear Headphones with Mic/Compatible with PCs, Laptops and Other Devices with 3.5mm Audio Output (Black)",,,,
HP Laserjet Pro M126nw Multi-Function Monochrome Laser Printer & HP 88X Toner (Black),"26,711",4.1 out of 5 stars,12,https://www.amazon.in/HP-Laserjet-Multi-Function-Monochrome-Printer/dp/B07XTCB1J7/ref=sr_1_120?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356097&sprefix=hp+print%2Caps%2C595&sr=8-120#customerReviews
HP Color Laserjet Professional CP5225dn Printer,"1,89,900",3.6 out of 5 stars,47,https://www.amazon.in/HP-LaserJet-Professional-CP5225dn-Printer/dp/B004433XCQ/ref=sr_1_121?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356097&sprefix=hp+print%2Caps%2C595&sr=8-121#customerReviews
"HP Laserjet 108w Single Function Monochrome Laser Wi-Fi Printer & H200Gs Wired Gaming Over Ear Headphones with Mic, Lightweight Design, Soft Adaptive Suspension Headband with USB7.1 Output.","14,348",4.2 out of 5 stars,"1,542",https://www.amazon.in/HP-Monochrome-Headphones-Lightweight-Suspension/dp/B0BCKLN84R/ref=sr_1_122?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356097&sprefix=hp+print%2Caps%2C595&sr=8-122#customerReviews
"(Renewed) HP Laserjet 108w Single Function Monochrome Laser Wi-Fi Printer for Home/Office, Compact Design, Printing","11,049",1.0 out of 5 stars,1,https://www.amazon.in/HP-Laserjet-Function-Monochrome-Printing/dp/B0BHFH55DR/ref=sr_1_123?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356097&sprefix=hp+print%2Caps%2C595&sr=8-123#customerReviews
"HP Colour Laser 150nw  Wireless Color Laser Printer with Built-in Ethernet and WiFi-Direct, Smallest Color Laser in its Class","38,631",3.1 out of 5 stars,20,https://www.amazon.in/HP-Colour-Laser-Wireless-Printer/dp/B07R99FQ91/ref=sr_1_129?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356100&sprefix=hp+print%2Caps%2C595&sr=8-129#customerReviews
"HP Laserjet 1188a Laser Monochrome Print, Scan, Copy with USB Connectivity, Compact Design, Fast Printing",,,,
HP LaserJet Pro M501DN Printer (White),"51,990",4.0 out of 5 stars,5,https://www.amazon.in/HP-LaserJet-M501DN-Printer-White/dp/B01M16BGQ6/ref=sr_1_131?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356100&sprefix=hp+print%2Caps%2C595&sr=8-131#customerReviews
HP 136nw All-in-One Network & WiFi Laser Printers & HP 150 Wireless Mouse Combo,"18,848",4.1 out of 5 stars,469,https://www.amazon.in/HP-136nw-Network-Printers-Wireless/dp/B09VT1FYPT/ref=sr_1_132?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356100&sprefix=hp+print%2Caps%2C595&sr=8-132#customerReviews
"HP Ink Tank 315 Color Printer, Scanner, & Copier with High Capacity Tank for Home, B&W Prints at 10 Paise/Page*, Color Prints at 20 Paise/Page* & H200 Headphones (Black) & GT 53 XL Cartridge Ink","13,261",3.9 out of 5 stars,"1,188",https://www.amazon.in/HP-Printer-Capacity-Headphones-Cartridge/dp/B0BBKQ3S4G/ref=sr_1_133?crid=3147Q87JZY5FV&keywords=HP+Printer&qid=1685356100&sprefix=hp+print%2Caps%2C595&sr=8-133#customerReviews
